Centroid,Name,Planned (MW),Operating (MW),In Construction (MW),Operating and In Construction (MW),Total (MW),fips_code,src_name,state
"{""type"":""Point"",""coordinates"":[-88.488262044,43.753591569]}","Fond du Lac County, WI",80.0,0.0,0.0,0.0,80.0,55039,Fond du Lac,WI
"{""type"":""Point"",""coordinates"":[-77.483816778,38.747861821]}","Manassas city, VA",25.0,30.0,50.0,80.0,105.0,51683,Manassas,VA
"{""type"":""Point"",""coordinates"":[-102.031609279,31.869159948]}","Midland County, TX",4.0,112.0,0.0,112.0,116.0,48329,Midland,TX
"{""type"":""Point"",""coordinates"":[-96.572430827,33.187991158]}","Collin County, TX",377.12,305.41,101.9,407.31,784.43,48085,Collin,TX
"{""type"":""Point"",""coordinates"":[-78.876592723,36.036028958]}","Durham County, NC",0.0,58.0,0.0,58.0,58.0,37063,Durham,NC
"{""type"":""Point"",""coordinates"":[-89.117710198,30.789951647]}","Stone County, MS",0.0,15.0,0.0,15.0,15.0,28131,Stone,MS
"{""type"":""Point"",""coordinates"":[-86.289857679,41.616718005]}","St. Joseph County, IN",401.0,6.55,790.6,797.15,1198.15,18141,St. Joseph,IN
"{""type"":""Point"",""coordinates"":[-106.798493803,42.962240446]}","Natrona County, WY",250.0,0.0,1.1,1.1,251.1,56025,Natrona,WY
"{""type"":""Point"",""coordinates"":[-80.436515884,26.647554958]}","Palm Beach County, FL",0.0,6.2,0.0,6.2,6.2,12099,Palm Beach,FL
"{""type"":""Point"",""coordinates"":[-77.55958032,36.675883445]}","Greensville County, VA",120.0,0.0,0.0,0.0,120.0,51081,Greensville,VA
"{""type"":""Point"",""coordinates"":[-120.452190846,35.387449053]}","San Luis Obispo County, CA",0.0,9.6,0.0,9.6,9.6,6079,San Luis Obispo,CA
"{""type"":""Point"",""coordinates"":[-97.248021013,46.932964277]}","Cass County, ND",0.0,2.6,0.0,2.6,2.6,38017,Cass,ND
"{""type"":""Point"",""coordinates"":[-79.774987196,36.396012789]}","Rockingham County, NC",150.0,0.0,48.0,48.0,198.0,37157,Rockingham,NC
"{""type"":""Point"",""coordinates"":[-94.272435584,44.823559081]}","McLeod County, MN",10.0,20.0,0.0,20.0,30.0,27085,McLeod,MN
"{""type"":""Point"",""coordinates"":[-98.022865266,40.873032753]}","Hamilton County, NE",0.0,5.0,10.0,15.0,15.0,31081,Hamilton,NE
"{""type"":""Point"",""coordinates"":[-102.542749204,31.869172538]}","Ector County, TX",150.0,207.0,100.0,307.0,457.0,48135,Ector,TX
"{""type"":""Point"",""coordinates"":[-93.947999333,43.673928314]}","Faribault County, MN",0.0,0.0,15.0,15.0,15.0,27043,Faribault,MN
"{""type"":""Point"",""coordinates"":[-84.290668836,39.754672143]}","Montgomery County, OH",5.0,6.7,0.0,6.7,11.7,39113,Montgomery,OH
"{""type"":""Point"",""coordinates"":[-86.660638543,33.264270149]}","Shelby County, AL",33.0,0.0,22.0,22.0,55.0,1117,Shelby,AL
"{""type"":""Point"",""coordinates"":[-87.585827204,38.024835526]}","Vanderburgh County, IN",0.0,0.7,0.0,0.7,0.7,18163,Vanderburgh,IN
"{""type"":""Point"",""coordinates"":[-83.009292276,39.96954604]}","Franklin County, OH",483.0,1069.4,188.0,1257.4,1740.4,39049,Franklin,OH
"{""type"":""Point"",""coordinates"":[-94.77375436,39.380340771]}","Platte County, MO",0.0,13.25,0.0,13.25,13.25,29165,Platte,MO
"{""type"":""Point"",""coordinates"":[-84.542753037,39.195543364]}","Hamilton County, OH",0.0,29.61,0.3,29.91,29.91,39061,Hamilton,OH
"{""type"":""Point"",""coordinates"":[-97.634342956,31.900416724]}","Bosque County, TX",0.0,0.0,40.0,40.0,40.0,48035,Bosque,TX
"{""type"":""Point"",""coordinates"":[-77.347137566,38.026702912]}","Caroline County, VA",1120.0,0.0,70.0,70.0,1190.0,51033,Caroline,VA
"{""type"":""Point"",""coordinates"":[-98.520025879,29.448957832]}","Bexar County, TX",634.0,548.6,271.0,819.6,1453.6,48029,Bexar,TX
"{""type"":""Point"",""coordinates"":[-73.950225805,40.634365219]}","Kings County, NY",0.0,3.0,0.0,3.0,3.0,36047,Kings,NY
"{""type"":""Point"",""coordinates"":[-97.478744045,31.037345197]}","Bell County, TX",200.0,300.0,157.0,457.0,657.0,48027,Bell,TX
"{""type"":""Point"",""coordinates"":[-77.276218151,38.834573791]}","Fairfax County, VA",272.7,338.4,334.0,672.4,945.1,51059,Fairfax,VA
"{""type"":""Point"",""coordinates"":[-77.656094435,38.185111048]}","Spotsylvania County, VA",1538.0,0.0,388.0,388.0,1926.0,51177,Spotsylvania,VA
"{""type"":""Point"",""coordinates"":[-80.524750305,35.639426342]}","Rowan County, NC",480.0,9.6,0.0,9.6,489.6,37159,Rowan,NC
"{""type"":""Point"",""coordinates"":[-72.251175275,42.919331429]}","Cheshire County, NH",0.0,0.5,0.0,0.5,0.5,33005,Cheshire,NH
"{""type"":""Point"",""coordinates"":[-84.967221113,34.805611763]}","Whitfield County, GA",0.0,217.0,50.0,267.0,267.0,13313,Whitfield,GA
"{""type"":""Point"",""coordinates"":[-77.457399937,38.42071889]}","Stafford County, VA",1150.0,0.0,42.0,42.0,1192.0,51179,Stafford,VA
"{""type"":""Point"",""coordinates"":[-81.546437267,35.953038799]}","Caldwell County, NC",0.0,78.5,0.0,78.5,78.5,37027,Caldwell,NC
"{""type"":""Point"",""coordinates"":[-73.509712133,42.711053543]}","Rensselaer County, NY",0.0,10.0,0.0,10.0,10.0,36083,Rensselaer,NY
"{""type"":""Point"",""coordinates"":[-81.555543248,35.334089874]}","Cleveland County, NC",25.0,52.0,0.0,52.0,77.0,37045,Cleveland,NC
"{""type"":""Point"",""coordinates"":[-123.915820437,40.705008801]}","Humboldt County, CA",0.0,4.0,0.0,4.0,4.0,6023,Humboldt,CA
"{""type"":""Point"",""coordinates"":[-80.832731144,35.246767042]}","Mecklenburg County, NC",2188.0,42.85,200.0,242.85,2430.85,37119,Mecklenburg,NC
"{""type"":""Point"",""coordinates"":[-83.733846543,33.781557079]}","Walton County, GA",800.0,0.0,0.0,0.0,800.0,13297,Walton,GA
"{""type"":""Point"",""coordinates"":[-119.691777628,47.736107057]}","Douglas County, WA",48.0,213.0,155.5,368.5,416.5,53017,Douglas,WA
"{""type"":""Point"",""coordinates"":[-97.45692394,47.921915186]}","Grand Forks County, ND",0.0,130.0,0.0,130.0,130.0,38035,Grand Forks,ND
"{""type"":""Point"",""coordinates"":[-74.308224128,40.659932642]}","Union County, NJ",0.0,0.0,40.0,40.0,40.0,34039,Union,NJ
"{""type"":""Point"",""coordinates"":[-91.792364892,37.877128585]}","Phelps County, MO",1200.0,0.0,0.0,0.0,1200.0,29161,Phelps,MO
"{""type"":""Point"",""coordinates"":[-79.981217108,40.4687889]}","Allegheny County, PA",0.0,32.4,15.0,47.4,47.4,42003,Allegheny,PA
"{""type"":""Point"",""coordinates"":[-92.312025916,34.770044792]}","Pulaski County, AR",0.0,1.2,150.0,151.2,151.2,5119,Pulaski,AR
"{""type"":""Point"",""coordinates"":[-79.466780585,40.31092911]}","Westmoreland County, PA",180.0,20.0,0.0,20.0,200.0,42129,Westmoreland,PA
"{""type"":""Point"",""coordinates"":[-96.154476976,41.295351051]}","Douglas County, NE",0.0,157.5,140.0,297.5,297.5,31055,Douglas,NE
"{""type"":""Point"",""coordinates"":[-115.993817769,33.74367358]}","Riverside County, CA",0.0,2.0,0.0,2.0,2.0,6065,Riverside,CA
"{""type"":""Point"",""coordinates"":[-84.357567511,33.541946504]}","Clayton County, GA",0.0,0.0,50.0,50.0,50.0,13063,Clayton,GA
"{""type"":""Point"",""coordinates"":[-87.580544286,43.015460155]}","Milwaukee County, WI",2.7,9.45,0.0,9.45,12.15,55079,Milwaukee,WI
"{""type"":""Point"",""coordinates"":[-74.66814167,39.877751305]}","Burlington County, NJ",0.0,4.0,0.0,4.0,4.0,34005,Burlington,NJ
"{""type"":""Point"",""coordinates"":[-121.918042983,37.650511114]}","Alameda County, CA",32.1,103.19,0.0,103.19,135.29,6001,Alameda,CA
"{""type"":""Point"",""coordinates"":[-81.184411137,34.974887655]}","York County, SC",100.0,2.0,0.0,2.0,102.0,45091,York,SC
"{""type"":""Point"",""coordinates"":[-79.464584038,40.812097171]}","Armstrong County, PA",70.0,1.5,30.0,31.5,101.5,42005,Armstrong,PA
"{""type"":""Point"",""coordinates"":[-68.649428129,45.400512321]}","Penobscot County, ME",60.0,0.0,0.0,0.0,60.0,23019,Penobscot,ME
"{""type"":""Point"",""coordinates"":[-92.497077602,39.440167566]}","Randolph County, MO",0.0,0.0,5.0,5.0,5.0,29175,Randolph,MO
"{""type"":""Point"",""coordinates"":[-92.883814274,45.038894975]}","Washington County, MN",20.0,6.5,20.0,26.5,46.5,27163,Washington,MN
"{""type"":""Point"",""coordinates"":[-84.576683739,33.941584911]}","Cobb County, GA",0.0,24.53,0.0,24.53,24.53,13067,Cobb,GA
"{""type"":""Point"",""coordinates"":[-117.274001822,48.532318162]}","Pend Oreille County, WA",0.0,100.0,0.0,100.0,100.0,53051,Pend Oreille,WA
"{""type"":""Point"",""coordinates"":[-123.431553905,39.433623815]}","Mendocino County, CA",0.0,0.5,0.0,0.5,0.5,6045,Mendocino,CA
"{""type"":""Point"",""coordinates"":[-80.903092238,34.021843713]}","Richland County, SC",0.0,1.41,0.5,1.91,1.91,45079,Richland,SC
"{""type"":""Point"",""coordinates"":[-77.809239265,38.738646581]}","Fauquier County, VA",1050.0,12.0,0.0,12.0,1062.0,51061,Fauquier,VA
"{""type"":""Point"",""coordinates"":[-97.2017866,31.55238008]}","McLennan County, TX",500.0,1.3,0.0,1.3,501.3,48309,McLennan,TX
"{""type"":""Point"",""coordinates"":[-117.776766945,33.676975979]}","Orange County, CA",2.0,40.2,0.0,40.2,42.2,6059,Orange,CA
"{""type"":""Point"",""coordinates"":[-72.572050065,41.818510693]}","Capitol Planning Region, CT",44.0,1.0,0.0,1.0,45.0,9003,Hartford,CT
"{""type"":""Point"",""coordinates"":[-72.572050065,41.818510693]}","Capitol Planning Region, CT",44.0,1.0,0.0,1.0,45.0,9013,Tolland,CT
"{""type"":""Point"",""coordinates"":[-94.343598422,33.077534603]}","Cass County, TX",0.0,40.0,0.0,40.0,40.0,48067,Cass,TX
"{""type"":""Point"",""coordinates"":[-81.148571514,29.063445484]}","Volusia County, FL",0.0,0.5,0.0,0.5,0.5,12127,Volusia,FL
"{""type"":""Point"",""coordinates"":[-115.013561052,36.215196308]}","Clark County, NV",414.0,426.33,0.0,426.33,840.33,32003,Clark,NV
"{""type"":""Point"",""coordinates"":[-80.701204912,28.300316146]}","Brevard County, FL",0.0,2.5,0.0,2.5,2.5,12009,Brevard,FL
"{""type"":""Point"",""coordinates"":[-82.370620119,34.89406465]}","Greenville County, SC",25.0,85.0,0.8,85.8,110.8,45045,Greenville,SC
"{""type"":""Point"",""coordinates"":[-121.835948235,47.490927628]}","King County, WA",0.0,204.46,6.0,210.46,210.46,53033,King,WA
"{""type"":""Point"",""coordinates"":[-79.986755893,37.778616181]}","Covington city, VA",0.0,0.5,0.0,0.5,0.5,51005,Alleghany,VA
"{""type"":""Point"",""coordinates"":[-113.504673715,37.280416921]}","Washington County, UT",0.0,4.0,0.0,4.0,4.0,49053,Washington,UT
"{""type"":""Point"",""coordinates"":[-98.958838067,46.979255146]}","Stutsman County, ND",0.0,106.0,0.0,106.0,106.0,38093,Stutsman,ND
"{""type"":""Point"",""coordinates"":[-74.247066181,40.787211228]}","Essex County, NJ",0.0,87.71,0.0,87.71,87.71,34013,Essex,NJ
"{""type"":""Point"",""coordinates"":[-88.847324278,40.490891619]}","McLean County, IL",0.0,1.0,0.0,1.0,1.0,17113,McLean,IL
"{""type"":""Point"",""coordinates"":[-95.379473789,35.616139045]}","Muskogee County, OK",200.0,0.0,270.0,270.0,470.0,40101,Muskogee,OK
"{""type"":""Point"",""coordinates"":[-89.760045919,40.788054361]}","Peoria County, IL",0.0,0.5,0.0,0.5,0.5,17143,Peoria,IL
"{""type"":""Point"",""coordinates"":[-93.561456659,41.334270808]}","Warren County, IA",0.0,160.0,40.0,200.0,200.0,19181,Warren,IA
"{""type"":""Point"",""coordinates"":[-122.693974938,37.759720282]}","San Francisco County, CA",19.0,76.5,9.0,85.5,104.5,6075,San Francisco,CA
"{""type"":""Point"",""coordinates"":[-72.685277743,40.94044998]}","Suffolk County, NY",3.0,3.0,0.0,3.0,6.0,36103,Suffolk,NY
"{""type"":""Point"",""coordinates"":[-77.955821458,38.486039181]}","Culpeper County, VA",2258.0,67.5,240.0,307.5,2565.5,51047,Culpeper,VA
"{""type"":""Point"",""coordinates"":[-77.490954992,37.760101304]}","Hanover County, VA",2415.0,1.0,0.0,1.0,2416.0,51085,Hanover,VA
"{""type"":""Point"",""coordinates"":[-81.495254428,39.455316193]}","Washington County, OH",0.0,0.0,40.0,40.0,40.0,39167,Washington,OH
"{""type"":""Point"",""coordinates"":[-120.738493053,46.457023091]}","Yakima County, WA",0.0,0.3,0.0,0.3,0.3,53077,Yakima,WA
"{""type"":""Point"",""coordinates"":[-99.331565304,27.76106243]}","Webb County, TX",0.0,0.65,0.0,0.65,0.65,48479,Webb,TX
"{""type"":""Point"",""coordinates"":[-78.262558411,39.204611469]}","Frederick County, VA",0.0,6.9,0.0,6.9,6.9,51069,Frederick,VA
"{""type"":""Point"",""coordinates"":[-82.621204697,36.97522228]}","Wise County, VA",35.0,10.0,0.0,10.0,45.0,51195,Wise,VA
"{""type"":""Point"",""coordinates"":[-118.736786157,45.591976087]}","Umatilla County, OR",101.0,893.5,225.0,1118.5,1219.5,41059,Umatilla,OR
"{""type"":""Point"",""coordinates"":[-77.915194258,37.550187151]}","Powhatan County, VA",200.0,0.0,100.0,100.0,300.0,51145,Powhatan,VA
"{""type"":""Point"",""coordinates"":[-119.451764745,47.205662349]}","Grant County, WA",36.0,752.5,0.0,752.5,788.5,53025,Grant,WA
"{""type"":""Point"",""coordinates"":[-76.823772237,42.781077941]}","Seneca County, NY",0.0,0.5,0.0,0.5,0.5,36099,Seneca,NY
"{""type"":""Point"",""coordinates"":[-85.079800138,33.582803506]}","Carroll County, GA",0.0,1.0,0.0,1.0,1.0,13045,Carroll,GA
"{""type"":""Point"",""coordinates"":[-121.344255331,38.44932148]}","Sacramento County, CA",18.0,91.4,0.0,91.4,109.4,6067,Sacramento,CA
"{""type"":""Point"",""coordinates"":[-111.789863994,32.097398705]}","Pima County, AZ",16.6,28.53,0.0,28.53,45.13,4019,Pima,AZ
"{""type"":""Point"",""coordinates"":[-96.971525276,28.796351492]}","Victoria County, TX",0.0,0.0,0.3,0.3,0.3,48469,Victoria,TX
"{""type"":""Point"",""coordinates"":[-97.116815088,33.205531229]}","Denton County, TX",67.292,347.94,103.0,450.94,518.232,48121,Denton,TX
"{""type"":""Point"",""coordinates"":[-82.264096529,33.544120797]}","Columbia County, GA",1000.0,0.0,0.0,0.0,1000.0,13073,Columbia,GA
"{""type"":""Point"",""coordinates"":[-77.586917222,37.378517719]}","Chesterfield County, VA",610.0,44.8,50.0,94.8,704.8,51041,Chesterfield,VA
"{""type"":""Point"",""coordinates"":[-81.697680364,27.948870065]}","Polk County, FL",0.0,8.0,0.0,8.0,8.0,12105,Polk,FL
"{""type"":""Point"",""coordinates"":[-98.181115219,26.396734154]}","Hidalgo County, TX",0.0,0.4,0.0,0.4,0.4,48215,Hidalgo,TX
"{""type"":""Point"",""coordinates"":[-81.532167007,41.125979225]}","Summit County, OH",0.0,3.5,0.0,3.5,3.5,39153,Summit,OH
"{""type"":""Point"",""coordinates"":[-97.78195731,30.334376176]}","Travis County, TX",646.045,327.14,30.0,357.14,1003.185,48453,Travis,TX
"{""type"":""Point"",""coordinates"":[-90.882521586,42.468822615]}","Dubuque County, IA",0.0,2.0,0.0,2.0,2.0,19061,Dubuque,IA
"{""type"":""Point"",""coordinates"":[-82.370195486,27.891649828]}","Hillsborough County, FL",0.0,22.84,0.0,22.84,22.84,12057,Hillsborough,FL
"{""type"":""Point"",""coordinates"":[-98.703550747,33.987997043]}","Wichita County, TX",300.0,0.6,0.0,0.6,300.6,48485,Wichita,TX
"{""type"":""Point"",""coordinates"":[-83.91868214,33.013897249]}","Monroe County, GA",500.0,0.0,0.0,0.0,500.0,13207,Monroe,GA
"{""type"":""Point"",""coordinates"":[-84.575625608,39.438627704]}","Butler County, OH",0.0,8.54,0.0,8.54,8.54,39017,Butler,OH
"{""type"":""Point"",""coordinates"":[-80.505439972,25.610581045]}","Miami-Dade County, FL",26.45,78.73,25.75,104.48,130.93,12086,Miami-Dade,FL
"{""type"":""Point"",""coordinates"":[-87.696076506,42.751176747]}","Racine County, WI",80.0,0.0,80.0,80.0,160.0,55101,Racine,WI
"{""type"":""Point"",""coordinates"":[-73.585585436,40.732145866]}","Nassau County, NY",0.0,6.5,0.0,6.5,6.5,36059,Nassau,NY
"{""type"":""Point"",""coordinates"":[-72.100727336,41.484789464]}","Southeastern Connecticut Planning Region, CT",18.0,0.0,5.0,5.0,23.0,9011,New London,CT
"{""type"":""Point"",""coordinates"":[-81.700195921,41.635059044]}","Cuyahoga County, OH",0.0,21.9,0.0,21.9,21.9,39035,Cuyahoga,OH
"{""type"":""Point"",""coordinates"":[-97.60040383,30.647522638]}","Williamson County, TX",224.0,45.41,389.0,434.41,658.41,48491,Williamson,TX
"{""type"":""Point"",""coordinates"":[-106.670199603,35.051355426]}","Bernalillo County, NM",0.0,24.0,10.0,34.0,34.0,35001,Bernalillo,NM
"{""type"":""Point"",""coordinates"":[-78.770816632,43.336111563]}","Niagara County, NY",85.0,296.2,100.0,396.2,481.2,36063,Niagara,NY
"{""type"":""Point"",""coordinates"":[-86.207614296,32.220257984]}","Montgomery County, AL",5.0,0.0,80.0,80.0,85.0,1101,Montgomery,AL
"{""type"":""Point"",""coordinates"":[-73.081249852,44.461042623]}","Chittenden County, VT",0.0,0.5,0.0,0.5,0.5,50007,Chittenden,VT
"{""type"":""Point"",""coordinates"":[-77.39797708,39.47221421]}","Frederick County, MD",1749.0,0.0,231.0,231.0,1980.0,24021,Frederick,MD
"{""type"":""Point"",""coordinates"":[-75.068942775,44.496393417]}","St. Lawrence County, NY",0.0,50.0,0.0,50.0,50.0,36089,St. Lawrence,NY
"{""type"":""Point"",""coordinates"":[-119.529332479,39.447022275]}","Storey County, NV",5495.0,70.0,475.0,545.0,6040.0,32029,Storey,NV
"{""type"":""Point"",""coordinates"":[-70.867919681,42.63891558]}","Essex County, MA",0.0,7.5,0.0,7.5,7.5,25009,Essex,MA
"{""type"":""Point"",""coordinates"":[-104.87576844,39.761979114]}","Denver County, CO",44.0,36.75,18.0,54.75,98.75,8031,Denver,CO
"{""type"":""Point"",""coordinates"":[-74.544495795,40.862019238]}","Morris County, NJ",0.0,13.0,0.0,13.0,13.0,34027,Morris,NJ
"{""type"":""Point"",""coordinates"":[-89.928129067,30.068643886]}","Orleans Parish, LA",0.0,2.55,0.0,2.55,2.55,22071,Orleans,LA
"{""type"":""Point"",""coordinates"":[-122.415099154,45.546786938]}","Multnomah County, OR",0.0,22.1,0.0,22.1,22.1,41051,Multnomah,OR
"{""type"":""Point"",""coordinates"":[-83.430466248,31.153993628]}","Cook County, GA",40.0,40.0,0.0,40.0,80.0,13075,Cook,GA
"{""type"":""Point"",""coordinates"":[-84.373536977,42.597099197]}","Ingham County, MI",0.0,0.5,0.0,0.5,0.5,26065,Ingham,MI
"{""type"":""Point"",""coordinates"":[-104.339276317,39.649770391]}","Arapahoe County, CO",160.0,110.05,12.0,122.05,282.05,8005,Arapahoe,CO
"{""type"":""Point"",""coordinates"":[-103.102425237,31.50946555]}","Ward County, TX",300.0,70.0,0.0,70.0,370.0,48475,Ward,TX
"{""type"":""Point"",""coordinates"":[-75.134191051,40.007567415]}","Philadelphia County, PA",36.0,36.94,0.0,36.94,72.94,42101,Philadelphia,PA
"{""type"":""Point"",""coordinates"":[-74.138393633,40.56187954]}","Richmond County, NY",0.0,10.0,0.0,10.0,10.0,36085,Richmond,NY
"{""type"":""Point"",""coordinates"":[-74.074207317,40.959688876]}","Bergen County, NJ",0.0,18.0,0.0,18.0,18.0,34003,Bergen,NJ
"{""type"":""Point"",""coordinates"":[-99.241054763,34.080726133]}","Wilbarger County, TX",280.0,60.0,60.0,120.0,400.0,48487,Wilbarger,TX
